Log Start
---------
HandState : MagneticForceRight
HandState : ChangeScale
HandState : ChangeScale
HandState : MagneticForceRight
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
Button : Reset
HandState : MagneticForceRight
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
Button : Reset
Button : Magnet
Button : Magnet
HandState : MagneticForceRight
Button : Reset
HandState : MagneticForceRight
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
Button : Reset
HandState : MagneticForceRight
Button : BackGround
HandState : MagneticForceRight
HandState : MagneticForceRight
Button : BackGround
Button : BackGround
HandState : MagneticForceLeft
Log Start
---------
Log Start
---------
Button : Magnet
Button : Magnet
HandState : MagneticForceLeft
HandState : ChangeScale
HandState : ChangeScale
HandState : MagneticForceRight
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
Button : Reset
HandState : MagneticForceRight
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
Button : BackGround
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : MagneticForceLeft
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : MagneticForceLeft
Button : Reset
HandState : MagneticForceRight
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
HandState : ChangeScale
